Booking ID,Status,Passenger status,Passengers,Pickup ID,Dropoff ID,Actual Pickup Time,Actual Dropoff Time,Pickup_name,Pickup_latitude,Pickup_longitude,Dropoff_name,Dropoff_latitude,Dropoff_longitude
253577,Validated,Trip completed,1,55,31,2024-09-17 05:59:00,2024-09-17 06:10:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
260050,Validated,Trip completed,1,55,31,2024-09-17 05:59:00,2024-09-17 06:10:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
253578,Validated,Trip completed,1,55,31,2024-09-18 06:07:00,2024-09-18 06:13:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
260045,Validated,Trip completed,1,55,31,2024-09-18 06:07:00,2024-09-18 06:13:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
260053,Cancelled by client,Cancelled,1,55,31,2024-09-19 06:12:00,2024-09-19 06:19:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
260552,Cancelled by client,Cancelled,1,55,31,2024-09-19 06:12:00,2024-09-19 06:19:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
253576,Cancelled by driver,Cancelled,1,55,31,2024-09-20 06:16:00,2024-09-20 06:23:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
260047,Cancelled by client,Cancelled,1,55,31,2024-09-20 06:09:00,2024-09-20 06:16:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
264833,Cancelled by client,Cancelled,1,55,31,2024-09-20 14:59:00,2024-09-20 15:06:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
264840,Validated,Trip completed,2,55,31,2024-09-20 15:01:00,2024-09-20 15:15:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
258770,Cancelled by client,Cancelled,1,55,31,2024-09-23 05:54:00,2024-09-23 06:01:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
260056,Cancelled by client,Cancelled,1,55,31,2024-09-23 05:54:00,2024-09-23 06:01:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
256738,Validated,Trip completed,1,55,31,2024-09-24 05:59:00,2024-09-24 06:05:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
260048,Validated,Trip completed,1,55,31,2024-09-24 05:59:00,2024-09-24 06:05:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
258771,Cancelled by client,Cancelled,1,55,31,2024-09-25 06:00:00,2024-09-25 06:09:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
260052,Cancelled by client,Cancelled,1,55,31,2024-09-25 06:00:00,2024-09-25 06:09:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
253580,Validated,Trip completed,1,55,31,2024-09-26 06:10:00,2024-09-26 06:16:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
260049,Validated,Trip completed,1,55,31,2024-09-26 06:10:00,2024-09-26 06:16:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
253575,Validated,Trip completed,1,55,31,2024-09-27 06:00:00,2024-09-27 06:13:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
260046,Validated,Trip completed,1,55,31,2024-09-27 06:00:00,2024-09-27 06:13:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
258769,Validated,Trip completed,1,55,31,2024-09-30 06:07:00,2024-09-30 06:16:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
260055,Validated,Trip completed,1,55,31,2024-09-30 06:07:00,2024-09-30 06:16:00,"Kottingwoerth, Dietfurter Strasse",49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
252612,Cancelled by client,Cancelled,1,40,31,2024-09-02 15:11:00,2024-09-02 15:31:00,"Irfersdorf, Am Kirchplatz",48.994215,11.461103,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
255917,Cancelled by client,Cancelled,1,40,31,2024-09-06 20:12:00,2024-09-06 20:25:00,"Irfersdorf, Am Kirchplatz",48.994215,11.461103,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
260789,Validated,Trip completed,1,40,31,2024-09-13 12:23:00,2024-09-13 12:46:00,"Irfersdorf, Am Kirchplatz",48.994215,11.461103,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
268574,Validated,Trip completed,1,66,31,2024-09-27 13:23:00,2024-09-27 13:29:00,"Wiesenhofen, Kirche",49.043035,11.412738,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
257177,Validated,Trip completed,2,27,31,2024-09-07 09:02:00,2024-09-07 09:35:00,"Beilngries, Hafen",49.041112,11.47124,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
255090,Validated,Trip completed,1,38,31,2024-09-03 11:02:00,2024-09-03 11:17:00,"Paulushofen, Dorfstraße",49.010337,11.502283,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
254788,Validated,Trip completed,1,38,31,2024-09-04 08:25:00,2024-09-04 08:34:00,"Paulushofen, Dorfstraße",49.010337,11.502283,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
258128,Cancelled by client,Cancelled,1,38,31,2024-09-09 06:59:00,2024-09-09 07:07:00,"Paulushofen, Dorfstraße",49.010337,11.502283,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
257946,Cancelled by client,Cancelled,1,38,31,2024-09-09 17:22:00,2024-09-09 17:29:00,"Paulushofen, Dorfstraße",49.010337,11.502283,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
257951,Validated,Trip completed,1,38,31,2024-09-12 09:29:00,2024-09-12 09:36:00,"Paulushofen, Dorfstraße",49.010337,11.502283,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
257953,Cancelled by client,Cancelled,1,38,31,2024-09-13 09:34:00,2024-09-13 09:41:00,"Paulushofen, Dorfstraße",49.010337,11.502283,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
256549,Cancelled by client,Cancelled,1,50,31,2024-09-07 12:05:00,2024-09-07 12:18:00,"Wolfsbuch, Fuchsengasse",48.976827,11.559612,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
256097,Cancelled by client,Cancelled,1,50,31,2024-09-07 18:44:00,2024-09-07 18:58:00,"Wolfsbuch, Fuchsengasse",48.976827,11.559612,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
268015,Validated,Trip completed,2,50,31,2024-09-27 21:32:00,2024-09-27 22:05:00,"Wolfsbuch, Fuchsengasse",48.976827,11.559612,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
268086,Cancelled by client,Cancelled,1,50,31,2024-09-28 15:39:00,2024-09-28 15:52:00,"Wolfsbuch, Fuchsengasse",48.976827,11.559612,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
255692,Cancelled by client,Cancelled,3,0,31,2024-09-04 14:02:00,2024-09-04 14:14:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
255768,Cancelled by driver,Cancelled,1,0,31,2024-09-04 14:44:00,2024-09-04 14:55:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
255836,Cancelled by client,Cancelled,1,0,31,2024-09-05 10:33:00,2024-09-05 10:44:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
256135,Cancelled by driver,Cancelled,1,0,31,2024-09-05 13:45:00,2024-09-05 14:07:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
256291,Validated,Trip completed,1,0,31,2024-09-05 15:53:00,2024-09-05 16:15:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
260198,Validated,Trip completed,1,0,31,2024-09-12 13:54:00,2024-09-12 14:04:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
260884,Validated,Trip completed,1,0,31,2024-09-13 15:47:00,2024-09-13 16:20:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
260888,Validated,Trip completed,1,0,31,2024-09-13 15:47:00,2024-09-13 16:20:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
262034,Validated,Trip completed,1,0,31,2024-09-15 20:21:00,2024-09-15 20:33:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
261922,Validated,Trip completed,4,0,31,2024-09-16 14:53:00,2024-09-16 15:01:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
263032,Cancelled by driver,Cancelled,1,0,31,2024-09-17 10:35:00,2024-09-17 10:41:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
262627,Validated,Trip completed,5,0,31,2024-09-17 14:53:00,2024-09-17 15:05:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
263236,Validated,Trip completed,1,0,31,2024-09-17 16:33:00,2024-09-17 16:52:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
262629,Validated,Trip completed,5,0,31,2024-09-18 15:04:00,2024-09-18 15:14:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
264190,Validated,Trip completed,1,0,31,2024-09-19 13:55:00,2024-09-19 14:06:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
262639,Cancelled by client,Cancelled,4,0,31,2024-09-19 14:57:00,2024-09-19 15:09:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
266343,Validated,Trip completed,1,0,31,2024-09-23 13:56:00,2024-09-23 14:10:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
266425,Validated,Trip completed,2,0,31,2024-09-24 14:43:00,2024-09-24 14:53:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
259242,Validated,Trip completed,1,0,31,2024-09-25 14:28:00,2024-09-25 14:41:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
266426,Cancelled by driver,Cancelled,2,0,31,2024-09-25 15:06:00,2024-09-25 15:22:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
270174,Validated,Trip completed,1,0,31,2024-09-30 14:01:00,2024-09-30 14:25:00,"Kinding, Bahnhof",48.992168,11.377365,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
256926,Validated,Trip completed,1,15,31,2024-09-06 17:21:00,2024-09-06 17:27:00,"Hirschberg, Dorfkapelle",49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
257065,Validated,Trip completed,1,15,31,2024-09-07 10:14:00,2024-09-07 10:18:00,"Hirschberg, Dorfkapelle",49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
257066,Validated,Trip completed,1,15,31,2024-09-07 10:14:00,2024-09-07 10:18:00,"Hirschberg, Dorfkapelle",49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
257087,Validated,Trip completed,1,15,31,2024-09-07 10:14:00,2024-09-07 10:18:00,"Hirschberg, Dorfkapelle",49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
261224,Validated,Trip completed,1,15,31,2024-09-14 10:05:00,2024-09-14 10:17:00,"Hirschberg, Dorfkapelle",49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
260959,Cancelled by client,Cancelled,2,15,31,2024-09-14 11:03:00,2024-09-14 11:11:00,"Hirschberg, Dorfkapelle",49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
261212,Validated,Trip completed,1,15,31,2024-09-14 11:06:00,2024-09-14 11:15:00,"Hirschberg, Dorfkapelle",49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
261319,Validated,Trip completed,1,15,31,2024-09-14 16:01:00,2024-09-14 16:08:00,"Hirschberg, Dorfkapelle",49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
262924,Validated,Trip completed,1,15,31,2024-09-17 08:30:00,2024-09-17 08:34:00,"Hirschberg, Dorfkapelle",49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
262983,Validated,Trip completed,1,15,31,2024-09-17 08:30:00,2024-09-17 08:34:00,"Hirschberg, Dorfkapelle",49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
262966,Validated,Trip completed,1,15,31,2024-09-17 12:19:00,2024-09-17 12:24:00,"Hirschberg, Dorfkapelle",49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
265220,Validated,Trip completed,1,15,31,2024-09-21 08:04:00,2024-09-21 08:22:00,"Hirschberg, Dorfkapelle",49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
262441,Validated,Trip completed,1,64,31,2024-09-16 11:39:00,2024-09-16 11:45:00,"Plankstetten, Biberbacher Straße",49.068532,11.455142,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
257097,Cancelled by client,Cancelled,1,11,31,2024-09-07 12:22:00,2024-09-07 12:27:00,"Kratzmuehle, Seerestaurant",49.004607,11.447705,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
254410,Validated,Trip completed,1,8,31,2024-09-02 14:24:00,2024-09-02 14:33:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
254406,Validated,Trip completed,1,8,31,2024-09-02 15:04:00,2024-09-02 15:22:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
254407,Validated,Trip completed,1,8,31,2024-09-03 15:17:00,2024-09-03 15:36:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
254408,Validated,Trip completed,1,8,31,2024-09-04 15:22:00,2024-09-04 15:41:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
254405,Validated,Trip completed,1,8,31,2024-09-05 15:28:00,2024-09-05 15:37:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
256658,Validated,Trip completed,1,8,31,2024-09-06 12:45:00,2024-09-06 12:53:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
256666,Validated,Trip completed,1,8,31,2024-09-06 14:18:00,2024-09-06 14:36:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
258166,Validated,Trip completed,1,8,31,2024-09-09 15:20:00,2024-09-09 15:30:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
258167,Validated,Trip completed,1,8,31,2024-09-10 15:29:00,2024-09-10 15:38:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
259400,Validated,Trip completed,1,8,31,2024-09-11 14:16:00,2024-09-11 14:33:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
258165,Validated,Trip completed,1,8,31,2024-09-11 15:38:00,2024-09-11 15:47:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
258164,Validated,Trip completed,1,8,31,2024-09-12 15:34:00,2024-09-12 15:59:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
260562,Validated,Trip completed,1,8,31,2024-09-13 13:14:00,2024-09-13 13:28:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
261973,Validated,Trip completed,1,8,31,2024-09-16 11:33:00,2024-09-16 11:41:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
262970,Validated,Trip completed,1,8,31,2024-09-18 14:56:00,2024-09-18 15:14:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
262971,Validated,Trip completed,1,8,31,2024-09-19 15:18:00,2024-09-19 15:35:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
264109,Cancelled by client,Cancelled,1,8,31,2024-09-20 13:30:00,2024-09-20 13:50:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
266199,Validated,Trip completed,1,8,31,2024-09-23 15:24:00,2024-09-23 15:51:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
266201,Validated,Trip completed,1,8,31,2024-09-24 15:26:00,2024-09-24 15:34:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
267494,Validated,Trip completed,1,8,31,2024-09-25 15:01:00,2024-09-25 15:18:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
266200,Validated,Trip completed,1,8,31,2024-09-26 15:11:00,2024-09-26 15:32:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
268484,Validated,Trip completed,1,8,31,2024-09-27 13:18:00,2024-09-27 13:29:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
270043,Validated,Trip completed,1,8,31,2024-09-30 15:22:00,2024-09-30 15:37:00,"Haunstetten, Gewerbegebiet",49.017505,11.404733,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
246892,Validated,Trip completed,1,4,31,2024-09-02 07:15:00,2024-09-02 07:26:00,"Kinding, Marktplatz",49.000562,11.38279,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
246895,Cancelled by client,Cancelled,1,4,31,2024-09-03 07:18:00,2024-09-03 07:32:00,"Kinding, Marktplatz",49.000562,11.38279,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
246896,Validated,Trip completed,1,4,31,2024-09-04 07:17:00,2024-09-04 07:41:00,"Kinding, Marktplatz",49.000562,11.38279,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
246898,Validated,Trip completed,1,4,31,2024-09-05 07:20:00,2024-09-05 07:29:00,"Kinding, Marktplatz",49.000562,11.38279,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
246899,Validated,Trip completed,1,4,31,2024-09-06 06:46:00,2024-09-06 07:01:00,"Kinding, Marktplatz",49.000562,11.38279,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
264470,Validated,Trip completed,2,4,31,2024-09-20 10:30:00,2024-09-20 10:39:00,"Kinding, Marktplatz",49.000562,11.38279,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
267509,Changed by client,Cancelled,2,4,31,2024-09-25 12:43:00,2024-09-25 12:54:00,"Kinding, Marktplatz",49.000562,11.38279,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
267510,Validated,Trip completed,2,4,31,2024-09-25 12:47:00,2024-09-25 12:56:00,"Kinding, Marktplatz",49.000562,11.38279,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
256414,Cancelled by client,Cancelled,7,1,31,2024-09-05 20:06:00,2024-09-05 20:18:00,"Enkering, Maibaum",48.992498,11.363953,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
268873,Validated,Trip completed,1,59,31,2024-09-28 14:54:00,2024-09-28 15:12:00,"Kevenhuell, Kirche",49.058008,11.516585,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
267298,Validated,Trip completed,2,5,31,2024-09-26 16:46:00,2024-09-26 16:55:00,"Kinding, Schule",49.000012,11.38727,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
256677,Validated,Trip completed,1,10,31,2024-09-06 15:57:00,2024-09-06 16:02:00,"Pfraundorf, Dorfplatz",49.005142,11.445253,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
258984,Validated,Trip completed,1,10,31,2024-09-12 18:00:00,2024-09-12 18:25:00,"Pfraundorf, Dorfplatz",49.005142,11.445253,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
260870,Cancelled by client,Cancelled,1,10,31,2024-09-13 17:13:00,2024-09-13 17:18:00,"Pfraundorf, Dorfplatz",49.005142,11.445253,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
262161,Validated,Trip completed,1,10,31,2024-09-16 18:03:00,2024-09-16 18:08:00,"Pfraundorf, Dorfplatz",49.005142,11.445253,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
262978,Cancelled by client,Cancelled,1,10,31,2024-09-17 17:45:00,2024-09-17 17:50:00,"Pfraundorf, Dorfplatz",49.005142,11.445253,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
268346,Cancelled by client,Cancelled,1,10,31,2024-09-27 17:50:00,2024-09-27 17:55:00,"Pfraundorf, Dorfplatz",49.005142,11.445253,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
268073,Validated,Trip completed,1,9,31,2024-09-27 10:06:00,2024-09-27 10:15:00,"Unteremmendorf, Wendeschleife",48.992112,11.434157,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
257167,Validated,Trip completed,1,6,31,2024-09-07 17:48:00,2024-09-07 18:14:00,"Haunstetten, Kirche",49.015158,11.408473,"Beilngries, Eichstaetter Strasse / Tankstelle",49.035227,11.467885
